"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"1118","XHH9362","2020FTC_CHES_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFOA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1119","XHH9362","2020FTC_CHES_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFHxA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1120","XHH9362","2020FTC_CHES_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFTeDA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1121","XHH9362","2020FTC_CHES_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFHpA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1122","XHH9362","2020FTC_CHES_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFTrDA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1123","XHH9362","2020FTC_CHES_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFODA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1124","XHH9362","2020FTC_CHES_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFDA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1125","XHH9362","2020FTC_CHES_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",3.07,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFOS",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",1,2020,10
"1126","XHH9362","2020FTC_CHES_B","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFNA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1127","XHH9362","2020FTC_CHES_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFUnA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1128","XHH9362","2020FTC_CHES_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFODA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1129","XHH9362","2020FTC_CHES_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFUnA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1130","XHH9362","2020FTC_CHES_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFHxS",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1131","XHH9362","2020FTC_CHES_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFBS",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1132","XHH9362","2020FTC_CHES_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"EtFOSA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1133","XHH9362","2020FTC_CHES_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"NMeFOSA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1134","XHH9362","2020FTC_CHES_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFTrDA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1135","XIE2885","2021FTC_ARMI_C","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",5.08,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFOS",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.729256388171117,2021,9
"1136","XIE2885","2021FTC_ARMI_C","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFTeDA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1138","XIE2885","2021FTC_ARMI_C","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFHxS",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1140","XIE2885","2021FTC_ARMI_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFOA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1142","XIE2885","2021FTC_ARMI_C","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.473,"EtFOSA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1143","XIE2885","2021FTC_ARMI_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFHpA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1144","XIE2885","2021FTC_ARMI_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFHxS",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1145","XIE2885","2021FTC_ARMI_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.468,"NMeFOSA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1146","XIE2885","2021FTC_ARMI_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFNA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1147","XIE2885","2021FTC_ARMI_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFODA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1148","XIE2885","2021FTC_ARMI_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFBS",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1149","XIE2885","2021FTC_ARMI_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.468,"EtFOSA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1150","XIE2885","2021FTC_ARMI_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFOA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1152","XIE2885","2021FTC_ARMI_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFHxA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1154","XIE2885","2021FTC_ARMI_C","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFOA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1155","XIE2885","2021FTC_ARMI_C","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFHpA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1156","XIE2885","2021FTC_ARMI_C","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.536,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFUnA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.07694516221648,2021,9
"1157","XIE2885","2021FTC_ARMI_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFHxA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1158","XIE2885","2021FTC_ARMI_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFHpA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1160","XIE2885","2021FTC_ARMI_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFHxS",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1161","XIE2885","2021FTC_ARMI_C","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFODA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1164","XIE2885","2021FTC_ARMI_C","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFHxA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1165","XIE2885","2021FTC_ARMI_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.464,"NMeFOSA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1168","XIE2885","2021FTC_ARMI_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFUnA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1169","XIE2885","2021FTC_ARMI_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",3.91,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFOS",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.901752767527675,2021,9
"1170","XIE2885","2021FTC_ARMI_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFTrDA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1171","XIE2885","2021FTC_ARMI_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.426,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFDA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.0982472324723247,2021,9
"1172","XIE2885","2021FTC_ARMI_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFNA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1174","XIE2885","2021FTC_ARMI_C","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.473,"NMeFOSA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1175","XIE2885","2021FTC_ARMI_C","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.254,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFNA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.0364628194085558,2021,9
"1176","XIE2885","2021FTC_ARMI_C","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.506,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFDA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.0726385300028711,2021,9
"1177","XIE2885","2021FTC_ARMI_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFTeDA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1178","XIE2885","2021FTC_ARMI_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFBS",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1179","XIE2885","2021FTC_ARMI_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFTrDA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1180","XIE2885","2021FTC_ARMI_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFTeDA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1182","XIE2885","2021FTC_ARMI_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.464,"EtFOSA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1183","XIE2885","2021FTC_ARMI_C","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFBS",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1185","XIE2885","2021FTC_ARMI_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.234,"PFUnA",117.6,200.6,5,4.336,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1186","XIE2885","2021FTC_ARMI_C","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.59,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.236,"PFTrDA",64,166,5,6.966,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.0846971002009762,2021,9
"1187","XIE2885","2021FTC_ARMI_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFODA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0,2021,9
"1189","XIE2885","2021FTC_ARMI_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",4.04,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFOS",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.918181818181818,2021,9
"1190","XIE2885","2021FTC_ARMI_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0.36,"Morone americana","Tissue","SP-003","ng/g",0.232,"PFDA",100,190.2,5,4.4,"Patapsco River","Fort Armistead","Harbors and Bay","39 11.874","76 31.416",0.0818181818181818,2021,9
"1192","XIE3799","2021FTC_BEAR_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"NMeFOSA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1193","XIE3799","2021FTC_BEAR_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFDA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1194","XIE3799","2021FTC_BEAR_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",2.8,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOS",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",1,2021,9
"1196","XIE3799","2021FTC_BEAR_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1198","XIE3799","2021FTC_BEAR_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFTrDA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1200","XIE3799","2021FTC_BEAR_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFTeDA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1202","XIE3799","2021FTC_BEAR_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFBS",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1203","XIE3799","2021FTC_BEAR_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFHxS",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1204","XIE3799","2021FTC_BEAR_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.473,"PFODA",46.4,145,5,5.924,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1205","XIE3799","2021FTC_BEAR_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFHpA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
"1206","XIE3799","2021FTC_BEAR_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFHxA",49,152.6,5,2.8,"Bear Creek","Near Mouth at Patapsco","Harbors and Bay","39 13.758","76 30.120",0,2021,9
